_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
570,570,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-09-2023 05:30,2
571,571,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-09-2023 08:30,3
572,572,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-09-2023 20:30,4
573,573,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-10-2023 05:30,4
574,574,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-10-2023 08:30,7
575,575,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-10-2023 11:30,12
576,576,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-10-2023 14:30,6
577,577,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-10-2023 05:30,3
578,578,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-11-2023 08:30,1
579,579,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-02-2024 08:30,3
580,580,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-02-2024 08:30,4
581,581,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-02-2024 08:30,2
582,582,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,20-02-2024 08:30,2
583,583,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-03-2024 08:30,32
584,584,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-03-2024 08:30,2
585,585,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,20-06-2024 08:30,3
586,586,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-07-2024 05:30,8
587,587,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-07-2024 05:30,6
588,588,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-07-2024 05:30,22.4
589,589,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-07-2024 08:30,2.2
590,590,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-07-2024 20:30,14
591,591,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-07-2024 08:30,14
592,592,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-07-2024 14:30,34
593,593,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-07-2024 08:30,5
594,594,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-07-2024 08:30,30
595,595,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-07-2024 14:30,12
596,596,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-07-2024 08:30,18.2
597,597,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-07-2024 08:30,4
598,598,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-08-2024 05:30,11
599,599,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-08-2024 14:30,2
600,600,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-08-2024 05:30,7
601,601,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2024 17:30,16
602,602,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,14-08-2024 17:30,14
603,603,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,28-08-2024 23:30,3
604,604,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-08-2024 11:30,8.2
605,605,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-09-2024 08:30,18
606,606,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-09-2024 11:30,39.6
607,607,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-09-2024 20:30,10.2
608,608,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-09-2024 11:30,30
609,609,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-09-2024 14:30,11
610,610,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-09-2024 17:30,14
611,611,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-09-2024 14:30,6
612,612,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-09-2024 17:30,4
613,613,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,13-09-2024 14:30,8.2
614,614,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,13-09-2024 17:30,6
615,615,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-09-2024 02:30,46
616,616,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-09-2024 05:30,28
617,617,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-09-2024 20:30,6.4
618,618,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-09-2024 23:30,12.8
619,619,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-09-2024 08:30,26
620,620,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,28-12-2024 08:30,28.2
621,621,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-01-2025 08:30,2
622,622,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-01-2025 08:30,3
623,623,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-02-2025 08:30,4
624,624,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,28-02-2025 08:30,14.2
625,625,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-03-2025 08:30,18
626,626,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-03-2025 08:30,3
627,627,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-04-2025 08:30,2
628,628,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-04-2025 08:30,4.2
629,629,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-05-2025 08:30,4
630,630,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-05-2025 08:30,6.2
631,631,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-05-2025 08:30,80
632,632,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-05-2025 08:30,6.4
633,633,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-06-2025 08:30,6
634,634,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-06-2025 14:30,8.2
635,635,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-06-2025 08:30,1
636,636,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-06-2025 05:30,36
637,637,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-06-2025 05:30,17
638,638,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-06-2025 14:30,10.2
639,639,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-06-2025 08:30,40
640,640,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-06-2025 11:30,46.2
641,641,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-06-2025 14:30,33
642,642,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-06-2025 08:30,14
643,643,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-06-2025 11:30,9
644,644,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-06-2025 02:30,23
645,645,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-06-2025 05:30,20
646,646,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-06-2025 08:30,10.2
647,647,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-06-2025 11:30,26
648,648,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-07-2025 02:30,16
649,649,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-07-2025 05:30,9
650,650,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,09-07-2025 05:30,5.6
651,651,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-07-2025 05:30,8
652,652,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-07-2025 08:30,27
653,653,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-07-2025 08:30,5
654,654,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-07-2025 11:30,14.2
655,655,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,28-07-2025 20:30,12
656,656,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-07-2025 05:30,14
657,657,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-07-2025 08:30,39
658,658,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-07-2025 23:30,15
659,659,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,31-07-2025 05:30,15
660,660,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-08-2025 02:30,38
661,661,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-08-2025 05:30,22
662,662,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-08-2025 08:30,13
663,663,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-08-2025 02:30,8
664,664,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-08-2025 08:30,22
665,665,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-08-2025 05:30,26
666,666,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-08-2025 08:30,39
667,667,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-08-2025 02:30,8
668,668,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2025 02:30,10
669,669,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2025 05:30,3
670,670,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2025 08:30,46
671,671,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2025 11:30,12
672,672,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2025 17:30,8
673,673,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2025 20:30,4
674,674,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-08-2025 05:30,6
675,675,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-08-2025 08:30,12
676,676,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-08-2025 08:30,15
677,677,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-08-2025 11:30,90
678,678,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-08-2025 14:30,70
679,679,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-08-2025 05:30,5
680,680,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-08-2025 08:30,16
681,681,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-08-2025 11:30,12
682,682,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-08-2025 05:30,12.2
683,683,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-08-2025 08:30,18
684,684,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-08-2025 23:30,28
685,685,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-09-2025 08:30,12
686,686,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-09-2025 11:30,18
687,687,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-09-2025 14:30,16
688,688,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-09-2025 02:30,7
689,689,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-09-2025 05:30,9
690,690,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-09-2025 08:30,12
691,691,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-09-2025 02:30,20
692,692,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-09-2025 05:30,6
693,693,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-09-2025 08:30,4.2
694,694,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-09-2025 17:30,10
695,695,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-09-2025 17:30,12.4
696,696,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-09-2025 08:30,4
697,697,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-10-2025 08:30,10
698,698,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,04-01-2021 08:30,2
699,699,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,06-01-2021 08:30,12
700,700,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,07-01-2021 08:30,2
701,701,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,04-02-2021 08:30,4.6
702,702,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,05-02-2021 08:30,15.2
703,703,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,07-04-2021 08:30,2.6
704,704,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,22-04-2021 08:30,3
705,705,Hathnikund Barrage,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,30.31444444,77.58500000,23-04-2021 08:30,2
