SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,Latitude,Longitude,RL_MSL,Data Acquisition Time
1,Abdullapur,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Abdullapur,30.79472222,76.91638889,,10-01-2021 00:00
