SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
8382,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,01-05-2018 06:00,1.74
8383,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,01-06-2018 00:00,1.74
8384,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,20-08-2018 00:00,0.36
8385,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,20-10-2018 00:00,0.08
8386,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,01-11-2018 00:00,0.08
8387,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,01-01-2019 06:00,0.51
8388,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,20-05-2019 06:00,1.15
8389,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,01-06-2019 06:00,1.15
8390,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,20-08-2019 06:00,0.58
8391,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,01-11-2019 06:00,1.7
8392,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,10-01-2020 00:00,1.85
8393,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2020 00:00,1.21
8394,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,30-11-2020 00:00,1.39
8395,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-1996 06:00,3.24
8396,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-1996 06:00,4.21
8397,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-1996 06:00,2.33
8398,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-1997 06:00,3.09
8399,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-1997 06:00,4.65
8400,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-1997 06:00,1.88
8401,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-1997 06:00,2.57
8402,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-1998 06:00,2.82
8403,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-1998 06:00,3.83
8404,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-1998 06:00,0.5
8405,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-1998 06:00,0.97
8406,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-1999 06:00,2.03
8407,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-1999 06:00,3.63
8408,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-1999 06:00,3.2
8409,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-1999 06:00,3.82
8410,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2000 06:00,4.35
8411,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2000 06:00,4.6
8412,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2000 06:00,3.42
8413,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2000 06:00,3.3
8414,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2001 06:00,3.85
8415,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2001 06:00,4.85
8416,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2001 06:00,5.14
8417,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2002 06:00,5.38
8418,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2002 06:00,5.95
8419,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2002 06:00,6.16
8420,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2002 06:00,5.19
8421,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2003 06:00,5.5
8422,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2003 06:00,5.74
8423,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2003 06:00,4.12
8424,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2003 06:00,4
8425,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2004 06:00,3.5
8426,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2004 06:00,4.72
8427,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2004 06:00,4.86
8428,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2004 06:00,3.49
8429,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2005 06:00,4.11
8430,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2005 06:00,5.02
8431,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2005 06:00,4.26
8432,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2005 06:00,4.35
8433,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2006 06:00,4.71
8434,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2006 06:00,6.1
8435,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2006 06:00,4.57
8436,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2006 06:00,5.03
8437,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2007 06:00,5.49
8438,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2007 06:00,5.4
8439,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2007 06:00,6.25
8440,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2007 06:00,6.7
8441,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2008 06:00,6.68
8442,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2008 06:00,7.7
8443,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2008 06:00,6.31
8444,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2008 06:00,6.03
8445,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2009 06:00,5.32
8446,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2009 06:00,7.28
8447,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2009 06:00,6.92
8448,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2009 06:00,3.43
8449,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2010 06:00,4.35
8450,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2010 06:00,6.5
8451,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2010 06:00,2.65
8452,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2010 06:00,2.34
8453,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2011 06:00,3.68
8454,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2011 06:00,5.33
8455,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2011 06:00,3.94
8456,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2011 06:00,4
8457,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2012 06:00,5.5
8458,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2012 06:00,6.5
8459,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2013 06:00,5.6
8460,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2013 06:00,6.3
8461,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2013 06:00,2.9
8462,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2013 06:00,3.3
8463,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2014 06:00,4.2
8464,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2014 06:00,5.19
8465,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2014 06:00,5.2
8466,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2014 06:00,4.51
8467,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2015 06:00,4.7
8468,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2015 06:00,5.62
8469,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2015 06:00,4.2
8470,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2015 06:00,3.24
8471,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2016 06:00,5.45
8472,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2016 06:00,4.2
8473,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2016 06:00,3.17
8474,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-01-2017 06:00,3.3
8475,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,15-05-2017 06:00,4.7
8476,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2017 06:00,3.2
8477,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,05-11-2017 06:00,4.3
8478,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,01-01-2018 06:00,3.27
8479,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,01-05-2018 06:00,5.02
8480,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,01-06-2018 00:00,5.02
8481,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,01-01-2019 06:00,2.46
8482,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,25-08-2020 00:00,0.98
8483,Dhanaura,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Dhanaura,-,-,-,-,-,-,30.29583333,77.11666667,,30-11-2020 00:00,2.6
8484,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-01-1996 06:00,2.35
8485,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,15-05-1996 06:00,4.86
8486,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-11-1996 06:00,7.2
8487,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-01-1997 06:00,9.18
8488,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-01-1998 06:00,6.25
8489,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,25-08-1998 06:00,9
8490,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-01-1999 06:00,8.27
8491,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,15-05-1999 06:00,12.1
8492,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,25-08-1999 06:00,7.85
8493,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-11-1999 06:00,7.98
8494,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-01-2000 06:00,9.6
8495,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-11-2000 06:00,9.45
8496,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-01-2001 06:00,11.35
8497,Dhanaura1,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,BILASPUR,Dhanaura,-,-,-,-,-,-,30.43333333,77.38611111,,05-01-2010 06:00,6.55
8498,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-1996 06:00,4.54
8499,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-1996 06:00,9.26
8500,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-1996 06:00,8.12
8501,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-1997 06:00,8.11
8502,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-1997 06:00,9.03
8503,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-1997 06:00,8.82
8504,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-1998 06:00,6.46
8505,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-1999 06:00,6.05
8506,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-1999 06:00,9
8507,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-1999 06:00,8.22
8508,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-2000 06:00,9.25
8509,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-2000 06:00,8.92
8510,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-2001 06:00,11.25
8511,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-2002 06:00,10.46
8512,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,15-05-2002 06:00,10.67
8513,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-2002 06:00,11.3
8514,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-2003 06:00,11.02
8515,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,15-05-2003 06:00,12.06
8516,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-2003 06:00,10.13
8517,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-2004 06:00,8.97
8518,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,15-05-2004 06:00,10.6
8519,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-2004 06:00,11.27
8520,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-2004 06:00,9.86
8521,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-2005 06:00,10.09
8522,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,15-05-2005 06:00,11.2
8523,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-2005 06:00,11.43
8524,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-2005 06:00,11.52
8525,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-2006 06:00,11.21
8526,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,15-05-2006 06:00,12.47
8527,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-2006 06:00,11.95
8528,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-11-2006 06:00,12.55
8529,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,05-01-2007 06:00,12.11
8530,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,15-05-2007 06:00,12.47
8531,Dhanauri S,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Dhanauri S,-,-,-,-,-,-,30.27916667,77.35833333,,25-08-2007 06:00,12.2
