_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
2123,2123,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,20-05-2022 06:00,14.13
2124,2124,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-08-2022 06:00,16.95
2125,2125,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-11-2022 06:00,13.62
2126,2126,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-01-2023 00:00,12.54
2127,2127,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-11-2023 00:00,13
2128,2128,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,10-01-2021 00:00,14.3
2129,2129,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,31-08-2021 06:00,16.53
2130,2130,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,30-11-2021 06:00,14.6
2131,2131,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,30-01-2022 07:00,13.08
2132,2132,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,20-05-2022 06:00,14.05
2133,2133,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-08-2022 06:00,17
2134,2134,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-01-2023 00:00,12.3
2135,2135,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,20-08-2023 00:00,16.5
2136,2136,KheriNaru-Pz-S,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-11-2023 00:00,12.76
2137,2137,Kheri Ran Nagar-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Kheri Ran Nagar,-,-,-,-,-,-,29.93777778,76.85777778,,20-05-2022 06:00,35.9
2138,2138,Kheri Raowali-DW,CGWB,6,Haryana,66,KAITHAL,KAITHAL,RAJOUND,Kheri Raowali,-,-,-,-,-,-,29.5875,76.43277778,,20-05-2022 06:00,16
2139,2139,Kherla,CGWB,6,Haryana,62,GURUGRAM,SOHANA,SOHANA,Kherla,-,-,-,-,-,-,28.31388889,77.11527778,,31-08-2021 06:00,47.53
2140,2140,Kherla,CGWB,6,Haryana,62,GURUGRAM,SOHANA,SOHANA,Kherla,-,-,-,-,-,-,28.31388889,77.11527778,,20-05-2022 06:00,35.6
2141,2141,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,10-01-2021 00:00,16.61
2142,2142,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,31-08-2021 06:00,18.2
2143,2143,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,30-11-2021 06:00,15.3
2144,2144,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,30-01-2022 07:00,15.34
2145,2145,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,20-05-2022 06:00,18.38
2146,2146,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,01-08-2022 06:00,20.22
2147,2147,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,01-11-2022 06:00,15.84
2148,2148,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,01-01-2023 00:00,15.67
2149,2149,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,01-06-2023 00:00,
2150,2150,Khizrabad,CGWB,6,Haryana,76,YAMUNANAGAR,CHACHHRAULI,CHACHHRAULI,Khizrabad,-,-,-,-,-,-,30.3,77.4875,,20-08-2023 00:00,13.5
2151,2151,Khol,CGWB,6,Haryana,72,REWARI,REWARI,KHOL,Khol,-,-,-,-,-,-,28.19583333,76.4,,20-05-2022 06:00,64.7
2152,2152,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,10-01-2021 00:00,13.43
2153,2153,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,31-08-2021 06:00,15.7
2154,2154,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,30-11-2021 06:00,16.89
2155,2155,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,30-01-2022 07:00,12.44
2156,2156,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,20-05-2022 06:00,13.6
2157,2157,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,01-08-2022 06:00,9.23
2158,2158,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,01-11-2022 06:00,11.63
2159,2159,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,01-01-2023 00:00,12.48
2160,2160,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,20-08-2023 00:00,12.89
2161,2161,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,01-11-2023 00:00,12.41
2162,2162,Khotkalan,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Khotkalan,-,-,-,-,-,-,29.3875,76.175,,01-01-2024 00:00,12.81
2163,2163,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,10-01-2021 00:00,17.35
2164,2164,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,31-08-2021 06:00,18.41
2165,2165,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,30-11-2021 06:00,17.76
2166,2166,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,30-01-2022 07:00,17.6
2167,2167,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,20-05-2022 06:00,17.5
2168,2168,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,01-08-2022 06:00,18.14
2169,2169,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,01-11-2022 06:00,18.02
2170,2170,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,01-01-2023 00:00,18
2171,2171,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,01-06-2023 00:00,17.82
2172,2172,Khuiyan,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.85833333,74.76944444,,01-11-2023 00:00,18.69
2173,2173,Khuiyan Malkana,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.8583,74.7694,197,20-08-2023 00:00,18.09
2174,2174,Khuiyan Malkana,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Khuiyan,-,-,-,-,-,-,29.8583,74.7694,197,01-01-2024 00:00,18
2175,2175,Kiloi-DW,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Kiloi,-,-,-,-,-,-,28.94416667,76.71527778,,20-05-2022 06:00,2.1
2176,2176,Kirmach-St-Pz,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Kirmach-St,-,-,-,-,-,-,29.90333333,76.7875,,20-05-2022 06:00,31.18
2177,2177,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,10-01-2021 00:00,15.2
2178,2178,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,31-08-2021 06:00,17.4
2179,2179,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,30-11-2021 06:00,16.01
2180,2180,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,30-01-2022 07:00,13.84
2181,2181,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,20-05-2022 06:00,13.55
2182,2182,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,01-08-2022 06:00,13.35
2183,2183,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,01-11-2022 06:00,14.05
2184,2184,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,01-01-2023 00:00,14.15
2185,2185,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,01-06-2023 00:00,13.17
2186,2186,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,20-08-2023 00:00,14.35
2187,2187,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,01-11-2023 00:00,13.83
2188,2188,Kirori,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kirori,-,-,-,-,-,-,29.3,75.8,,01-01-2024 00:00,14.7
2189,2189,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,10-01-2021 00:00,13.35
2190,2190,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,31-08-2021 06:00,13.69
2191,2191,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,30-11-2021 06:00,12.18
2192,2192,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,30-01-2022 07:00,11.58
2193,2193,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,20-05-2022 06:00,11.5
2194,2194,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,01-08-2022 06:00,10.73
2195,2195,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,01-11-2022 06:00,9.64
2196,2196,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,01-01-2023 00:00,10.55
2197,2197,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,01-06-2023 00:00,9.8
2198,2198,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,20-08-2023 00:00,9.9
2199,2199,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,01-11-2023 00:00,10.78
2200,2200,Kirtan,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Kirtan,-,-,-,-,-,-,29.22083333,75.54722222,,01-01-2024 00:00,9.9
2201,2201,Kiwana,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,SAMALKHA,Kiwana,-,-,-,-,-,-,29.225,76.9875,,20-05-2022 06:00,37
2202,2202,Kohnd S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kohnd S,-,-,-,-,-,-,29.50833333,76.98333333,,20-05-2022 06:00,33.75
2203,2203,Kona,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Kona,-,-,-,-,-,-,30.89083333,76.83222222,,01-08-2022 06:00,9.2
2204,2204,Korar,CGWB,6,Haryana,65,JIND,NARWANA,NARWANA,Korar,-,-,-,-,-,-,29.72916667,76.04166667,,10-01-2021 00:00,16.42
2205,2205,Korar,CGWB,6,Haryana,65,JIND,NARWANA,NARWANA,Korar,-,-,-,-,-,-,29.72916667,76.04166667,,20-05-2022 06:00,13.61
2206,2206,KORAR_1,CGWB,6,Haryana,66,KAITHAL,KAITHAL,-,-,-,-,-,-,-,-,29.729167,76.041667,,01-01-2023 00:00,15.45
2207,2207,Kosli,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Kosli,-,-,-,-,-,-,28.41388889,76.48333333,,10-01-2021 00:00,17.03
2208,2208,Kosli,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Kosli,-,-,-,-,-,-,28.41388889,76.48333333,,31-08-2021 06:00,18.15
2209,2209,Kosli,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Kosli,-,-,-,-,-,-,28.41388889,76.48333333,,30-11-2021 06:00,16.1
2210,2210,Kosli,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Kosli,-,-,-,-,-,-,28.41388889,76.48333333,,30-01-2022 07:00,23
2211,2211,Kosli,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Kosli,-,-,-,-,-,-,28.41388889,76.48333333,,20-05-2022 06:00,18.2
2212,2212,Kot,CGWB,6,Haryana,619,Palwal,HATHIN,HATHIN,Kot,-,-,-,-,-,-,27.95833333,77.22916667,,30-01-2022 07:00,12
2213,2213,Kotla D,CGWB,6,Haryana,76,YAMUNANAGAR,BILASPUR,SADHAURA,Kotla D,-,-,-,-,-,-,30.45,77.28333333,,20-05-2022 06:00,16.45
2214,2214,K.prahladpur(s),CGWB,6,Haryana,71,PANIPAT,SAMALKHA,SAMALKHA,K.prahladpur(s),-,-,-,-,-,-,29.29305556,76.97916667,,31-08-2021 06:00,41.25
2215,2215,Kulasi,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,JHAJJAR,Jhajjar,-,-,-,-,-,-,28.77208889,76.9125,215.11,20-08-2023 00:00,0.1
2216,2216,Kulasi,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,JHAJJAR,Jhajjar,-,-,-,-,-,-,28.77208889,76.9125,215.11,01-11-2023 00:00,0.35
2217,2217,Kulasi,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,JHAJJAR,Jhajjar,-,-,-,-,-,-,28.77208889,76.9125,215.11,01-01-2024 00:00,0.47
2218,2218,KULERI-D,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-01-2023 00:00,3.65
2219,2219,KULERI-D,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-11-2023 00:00,3.27
2220,2220,KULERI-D,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-01-2024 00:00,3.29
2221,2221,KULERI-M,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-01-2023 00:00,5.5
2222,2222,KULERI-M,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-06-2023 00:00,5.5
2223,2223,KULERI-M,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-11-2023 00:00,5.66
2224,2224,KULERI-S,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-01-2023 00:00,5.65
2225,2225,KULERI-S,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-06-2023 00:00,5.49
2226,2226,KULERI-S,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-11-2023 00:00,5.8
2227,2227,KULERI-S,CGWB,6,Haryana,63,HISAR,-,-,-,-,-,-,-,-,-,29.360556,75.643611,,01-01-2024 00:00,5.9
2228,2228,Kumahria-M,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,01-01-2023 00:00,10.5
2229,2229,Kumahria-M,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,01-06-2023 00:00,10.5
2230,2230,Kumahria-M,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,20-08-2023 00:00,10.72
2231,2231,Kumahria-M,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,01-11-2023 00:00,10.42
2232,2232,Kumahria-S,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,01-01-2023 00:00,10.7
2233,2233,Kumahria-S,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,01-06-2023 00:00,10.35
2234,2234,Kumahria-S,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,20-08-2023 00:00,10.57
2235,2235,Kumahria-S,CGWB,6,Haryana,74,SIRSA,SIRSA,-,-,-,-,-,-,-,-,29.257222,75.144444,,01-11-2023 00:00,10.4
2236,2236,Kumbhawas-DW,CGWB,6,Haryana,72,REWARI,REWARI,REWARI,Kumbhawas,-,-,-,-,-,-,28.24888889,76.66111111,,20-05-2022 06:00,18
2237,2237,Kundi-DW,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Kundi,-,-,-,-,-,-,30.66472222,76.85166667,,20-05-2022 06:00,20.65
2238,2238,Kurangwali,CGWB,6,Haryana,74,SIRSA,DABWALI,BARAGUDHA,Kurangwali,-,-,-,-,-,-,29.775,75.06944444,,20-05-2022 06:00,7.5
2239,2239,Kurlan-Pz,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Kurlan,-,-,-,-,-,-,29.50111111,76.50416667,,20-05-2022 06:00,24.95
2240,2240,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,10-01-2021 00:00,24.47
2241,2241,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,31-08-2021 06:00,33.38
2242,2242,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,30-11-2021 06:00,27.6
2243,2243,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,30-01-2022 07:00,25.23
2244,2244,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,20-05-2022 06:00,25.5
2245,2245,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,01-08-2022 06:00,29.96
2246,2246,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,01-11-2022 06:00,25.85
2247,2247,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,01-01-2023 00:00,23.81
2248,2248,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,20-08-2023 00:00,27.84
2249,2249,Kutail M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail M,-,-,-,-,-,-,29.58611111,77.02222222,,01-11-2023 00:00,25.52
2250,2250,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,10-01-2021 00:00,24.46
2251,2251,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,31-08-2021 06:00,33.1
2252,2252,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,30-11-2021 06:00,26.55
2253,2253,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,30-01-2022 07:00,24.18
2254,2254,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,20-05-2022 06:00,24.54
2255,2255,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,01-08-2022 06:00,31.85
2256,2256,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,01-11-2022 06:00,25.82
2257,2257,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,01-01-2023 00:00,24.07
2258,2258,Kutail S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Kutail S,-,-,-,-,-,-,29.58611111,77.02222222,,01-11-2023 00:00,24.53
2259,2259,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,10-01-2021 00:00,10.35
2260,2260,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,31-08-2021 06:00,12.24
2261,2261,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,30-11-2021 06:00,10.93
2262,2262,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,30-01-2022 07:00,10.57
2263,2263,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,20-05-2022 06:00,12.5
2264,2264,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,01-08-2022 06:00,10.04
2265,2265,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,01-11-2022 06:00,9.78
2266,2266,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,01-01-2023 00:00,10.26
2267,2267,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,01-06-2023 00:00,10.01
2268,2268,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,20-08-2023 00:00,10.13
2269,2269,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,01-11-2023 00:00,10.32
2270,2270,Lachhmanpur,CGWB,6,Haryana,59,BHIWANI,TOSHAM,TOSHAM,Lachhmanpur,-,-,-,-,-,-,28.82666667,75.87694444,,01-01-2024 00:00,10.16
2271,2271,Ladpur-Pz,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Ladpur,-,-,-,-,-,-,28.91444444,77.03944444,,20-05-2022 06:00,8.22
